Municipality;Time;Parcel_og_raekkehus_dkk_pr_m2;Ejerlejlighed_dkk_pr_m2
Vejle;2021K1;12661;20525
Vejle;2021K2;13972;19564
Vejle;2021K3;13048;19230
Vejle;2021K4;13635;17499
Vejle;2022K1;13147;19166
Vejle;2022K2;13886;20364
Vejle;2022K3;12799;22755
Vejle;2022K4;12345;17658
Vejle;2023K1;13553;16846
Vejle;2023K2;13512;18809
Vejle;2023K3;13619;18478
Vejle;2023K4;12852;19628
Vejle;2024K1;13039;21050
Vejle;2024K2;13591;19483
Vejle;2024K3;13853;23886
Vejle;2024K4;13765;18599
Esbjerg;1992K1;3879;4979
Esbjerg;1992K2;3894;4812
Esbjerg;1992K3;3800;4736
Esbjerg;1992K4;4106;4320
Esbjerg;1993K1;3674;4831
Esbjerg;1993K2;4123;5799
Esbjerg;1993K3;4343;5032
Esbjerg;1993K4;4332;4869
Esbjerg;1994K1;4542;5300
Esbjerg;1994K2;4481;5430
Esbjerg;1994K3;4541;5110
Esbjerg;1994K4;4602;5453
Esbjerg;1995K1;4343;4950
Esbjerg;1995K2;4675;5389
Esbjerg;1995K3;4716;5278
Esbjerg;1995K4;4849;5206
Esbjerg;1996K1;4926;5031
Esbjerg;1996K2;5228;5396
Esbjerg;1996K3;5223;5394
Esbjerg;1996K4;5215;5566
Esbjerg;1997K1;5546;5717
Esbjerg;1997K2;5617;5982
Esbjerg;1997K3;5592;5975
Esbjerg;1997K4;5897;5933
Esbjerg;1998K1;6007;6076
Esbjerg;1998K2;6166;6445
Esbjerg;1998K3;5846;5920
Esbjerg;1998K4;6395;6347
Esbjerg;1999K1;6279;6356
Esbjerg;1999K2;6354;6453
Esbjerg;1999K3;6301;6620
Esbjerg;1999K4;6280;6326
Esbjerg;2000K1;6233;6866
Esbjerg;2000K2;6365;6470
Esbjerg;2000K3;6659;6972
Esbjerg;2000K4;6542;6886
Esbjerg;2001K1;6583;6474
Esbjerg;2001K2;6676;7237
Esbjerg;2001K3;6310;7283
Esbjerg;2001K4;6252;7164
Esbjerg;2002K1;6789;7339
Esbjerg;2002K2;6336;6803
Esbjerg;2002K3;6367;7148
Esbjerg;2002K4;6339;7548
Esbjerg;2003K1;6407;7126
Esbjerg;2003K2;6398;7728
Esbjerg;2003K3;6646;7879
Esbjerg;2003K4;6618;7704
Esbjerg;2004K1;6953;8045
Esbjerg;2004K2;7036;8349
Esbjerg;2004K3;7238;8666
Esbjerg;2004K4;7566;9024
Esbjerg;2005K1;7825;9254
Esbjerg;2005K2;8039;9274
Esbjerg;2005K3;7648;9731
Esbjerg;2005K4;8422;10786
Esbjerg;2006K1;9158;11146
Esbjerg;2006K2;9012;12010
Esbjerg;2006K3;9249;11440
Esbjerg;2006K4;9743;12497
Esbjerg;2007K1;10260;12658
Esbjerg;2007K2;10238;12981
Esbjerg;2007K3;10855;11446
Esbjerg;2007K4;11027;12737
Esbjerg;2008K1;10854;12359
Esbjerg;2008K2;11271;12442
Esbjerg;2008K3;10591;12629
Esbjerg;2008K4;10434;13011
Esbjerg;2009K1;10335;11675
Esbjerg;2009K2;10354;11839
Esbjerg;2009K3;10397;12888
Esbjerg;2009K4;9841;11498
Esbjerg;2010K1;10184;11732
Esbjerg;2010K2;11321;12023
Esbjerg;2010K3;10776;11403
Esbjerg;2010K4;10273;11783
Esbjerg;2011K1;10473;10888
Esbjerg;2011K2;11114;11797
Esbjerg;2011K3;10413;11671
Esbjerg;2011K4;9769;11072
Esbjerg;2012K1;10088;11192
Esbjerg;2012K2;10268;11785
Esbjerg;2012K3;9809;11595
Esbjerg;2012K4;10054;11294
Esbjerg;2013K1;9649;12589
Esbjerg;2013K2;10163;12811
Esbjerg;2013K3;10657;12636
Esbjerg;2013K4;9882;11857
Esbjerg;2014K1;10335;12460
Esbjerg;2014K2;10284;12867
Esbjerg;2014K3;10412;11833
Esbjerg;2014K4;10526;12548
Esbjerg;2015K1;10054;12560
Esbjerg;2015K2;10507;12760
Esbjerg;2015K3;10317;12876
Esbjerg;2015K4;10424;13148
Esbjerg;2016K1;11102;13472
Esbjerg;2016K2;11551;13287
Esbjerg;2016K3;10606;12548
Esbjerg;2016K4;11286;13290
Esbjerg;2017K1;11280;13096
Esbjerg;2017K2;11933;14778
Esbjerg;2017K3;11815;14699
Esbjerg;2017K4;11120;14999
Esbjerg;2018K1;11529;15390
Esbjerg;2018K2;11251;15559
Esbjerg;2018K3;11458;16817
Esbjerg;2018K4;11683;14720
Esbjerg;2019K1;11517;16504
Esbjerg;2019K2;12202;15390
Esbjerg;2019K3;12678;16203
Esbjerg;2019K4;12266;16339
Esbjerg;2020K1;12167;16211
Esbjerg;2020K2;12075;14922
Esbjerg;2020K3;12293;16101
Esbjerg;2020K4;11972;16297
Esbjerg;2021K1;12709;16310
Esbjerg;2021K2;13329;17470
Esbjerg;2021K3;12770;17978
Esbjerg;2021K4;13274;17687
Esbjerg;2022K1;12917;16937
Esbjerg;2022K2;13558;16543
Esbjerg;2022K3;13632;18427
Esbjerg;2022K4;12411;17182
Esbjerg;2023K1;13309;16076
Esbjerg;2023K2;13291;16308
Esbjerg;2023K3;12820;17956
Esbjerg;2023K4;13323;16924
Esbjerg;2024K1;12762;16451
Esbjerg;2024K2;13526;16807
Esbjerg;2024K3;12690;15608
Esbjerg;2024K4;12190;16397
Soenderborg;1992K1;3529;3851
Soenderborg;1992K2;3663;3359
Soenderborg;1992K3;3669;4684
Soenderborg;1992K4;3495;4043
Soenderborg;1993K1;3529;3893
Soenderborg;1993K2;3445;3519
Soenderborg;1993K3;3759;3595
Soenderborg;1993K4;3984;3618
Soenderborg;1994K1;3739;4124
Soenderborg;1994K2;4083;3786
Soenderborg;1994K3;4070;4354
Soenderborg;1994K4;3890;4251
Soenderborg;1995K1;4011;4181
Soenderborg;1995K2;4291;4662
Soenderborg;1995K3;4132;5432
Soenderborg;1995K4;4589;4485
Soenderborg;1996K1;4557;4068
Soenderborg;1996K2;4582;4370
Soenderborg;1996K3;4569;3929
Soenderborg;1996K4;4525;4420
Soenderborg;1997K1;4613;4000
Soenderborg;1997K2;4979;4810
Soenderborg;1997K3;5083;4567
Soenderborg;1997K4;4937;4858
Soenderborg;1998K1;5437;5399
Soenderborg;1998K2;4723;5429
Soenderborg;1998K3;4641;5423
Soenderborg;1998K4;4945;5293
Soenderborg;1999K1;5244;5426
Soenderborg;1999K2;5538;5608
Soenderborg;1999K3;5571;6094
Soenderborg;1999K4;5437;5306
Soenderborg;2000K1;5374;5541
Soenderborg;2000K2;5830;5940
Soenderborg;2000K3;5380;5263
Soenderborg;2000K4;6027;5619
Soenderborg;2001K1;6033;6198
Soenderborg;2001K2;5810;6087
Soenderborg;2001K3;6012;5562
Soenderborg;2001K4;6016;5551
Soenderborg;2002K1;5912;6365
Soenderborg;2002K2;5878;6301
Soenderborg;2002K3;5744;5567
Soenderborg;2002K4;5750;6179
Soenderborg;2003K1;5754;7307
Soenderborg;2003K2;6325;6882
Soenderborg;2003K3;6217;5726
Soenderborg;2003K4;5466;7899
Soenderborg;2004K1;6103;7085
Soenderborg;2004K2;6316;9065
Soenderborg;2004K3;6725;8289
Soenderborg;2004K4;6845;8404
Soenderborg;2005K1;6760;9968
Soenderborg;2005K2;7186;9544
Soenderborg;2005K3;6798;9949
Soenderborg;2005K4;6934;9763
Soenderborg;2006K1;7366;9717
Soenderborg;2006K2;7816;10371
Soenderborg;2006K3;8201;13653
Soenderborg;2006K4;7860;12178
Soenderborg;2007K1;7745;15142
Soenderborg;2007K2;8294;14352
Soenderborg;2007K3;9005;12533
Soenderborg;2007K4;8362;11140
Soenderborg;2008K1;8597;13189
Soenderborg;2008K2;8551;13706
Soenderborg;2008K3;8415;19217
Soenderborg;2008K4;8957;NA
Soenderborg;2009K1;7641;14773
Soenderborg;2009K2;9242;14758
Soenderborg;2009K3;7863;12654
Soenderborg;2009K4;8307;13372
Soenderborg;2010K1;7518;12227
Soenderborg;2010K2;8926;11826
Soenderborg;2010K3;7874;13521
Soenderborg;2010K4;7910;13988
Soenderborg;2011K1;8245;13235
Soenderborg;2011K2;8153;12515
Soenderborg;2011K3;7448;13320
Soenderborg;2011K4;8355;11847
Soenderborg;2012K1;7420;10801
Soenderborg;2012K2;6996;13645
Soenderborg;2012K3;7674;11082
Soenderborg;2012K4;7430;15365
Soenderborg;2013K1;6804;15310
Soenderborg;2013K2;7321;12730
Soenderborg;2013K3;7308;15375
Soenderborg;2013K4;7268;12299
Soenderborg;2014K1;6877;11042
Soenderborg;2014K2;6962;13566
Soenderborg;2014K3;7083;13405
Soenderborg;2014K4;7413;10671
Soenderborg;2015K1;7472;14804
Soenderborg;2015K2;7536;14181
Soenderborg;2015K3;7279;14195
Soenderborg;2015K4;7212;10380
Soenderborg;2016K1;7315;12834
Soenderborg;2016K2;7273;12803
Soenderborg;2016K3;7802;15263
Soenderborg;2016K4;7853;12112
Soenderborg;2017K1;7438;12473
Soenderborg;2017K2;7737;9480
Soenderborg;2017K3;7620;12906
Soenderborg;2017K4;7187;13215
Soenderborg;2018K1;7119;16392
Soenderborg;2018K2;7782;14874
Soenderborg;2018K3;7654;14198
Soenderborg;2018K4;8166;13181
Soenderborg;2019K1;7255;11627
Soenderborg;2019K2;7852;14972
Soenderborg;2019K3;8261;15013
Soenderborg;2019K4;8164;16907
Soenderborg;2020K1;7023;10056
Soenderborg;2020K2;7958;10138
Soenderborg;2020K3;8595;13319
Soenderborg;2020K4;8332;12851
Soenderborg;2021K1;8699;13681
Soenderborg;2021K2;8862;13722
Soenderborg;2021K3;8684;13380
Soenderborg;2021K4;8656;12280
Soenderborg;2022K1;8604;12579
Soenderborg;2022K2;8364;15056
Soenderborg;2022K3;9232;20515
Soenderborg;2022K4;8486;14908
Soenderborg;2023K1;8388;14540
Soenderborg;2023K2;8321;16688
Soenderborg;2023K3;8871;16013
Soenderborg;2023K4;8958;18011
Soenderborg;2024K1;9152;17987
Soenderborg;2024K2;9354;16770
Soenderborg;2024K3;8970;16042
Soenderborg;2024K4;9507;16071
Toender;1992K1;2734;NA
Toender;1992K2;2780;NA
Toender;1992K3;2935;NA
Toender;1992K4;2724;NA
Toender;1993K1;2784;NA
Toender;1993K2;2837;NA
Toender;1993K3;2993;NA
Toender;1993K4;3037;NA
Toender;1994K1;2920;NA
Toender;1994K2;2931;NA
Toender;1994K3;3174;NA
Toender;1994K4;3302;NA
Toender;1995K1;2975;NA
Toender;1995K2;3127;NA
Toender;1995K3;3030;NA
Toender;1995K4;3244;NA
Toender;1996K1;3149;NA
Toender;1996K2;3205;NA
Toender;1996K3;3159;NA
Toender;1996K4;3663;NA
Toender;1997K1;3482;NA
Toender;1997K2;3287;NA
Toender;1997K3;3467;NA
Toender;1997K4;3216;NA
Toender;1998K1;3646;NA
Toender;1998K2;3942;NA
Toender;1998K3;3497;NA
Toender;1998K4;3713;NA
Toender;1999K1;3737;NA
Toender;1999K2;4014;NA
Toender;1999K3;4043;NA
Toender;1999K4;3706;NA
Toender;2000K1;3902;NA
Toender;2000K2;4201;NA
Toender;2000K3;3854;NA
Toender;2000K4;3911;NA
Toender;2001K1;4129;NA
Toender;2001K2;4064;NA
Toender;2001K3;3883;NA
Toender;2001K4;4554;NA
Toender;2002K1;4050;NA
Toender;2002K2;4136;NA
Toender;2002K3;4182;NA
Toender;2002K4;4217;NA
Toender;2003K1;4486;NA
Toender;2003K2;4179;NA
Toender;2003K3;4305;NA
Toender;2003K4;4210;NA
Toender;2004K1;4540;NA
Toender;2004K2;4360;NA
Toender;2004K3;4011;NA
Toender;2004K4;4469;NA
Toender;2005K1;4348;NA
Toender;2005K2;4919;10506
Toender;2005K3;4389;NA
Toender;2005K4;4791;NA
Toender;2006K1;5063;NA
Toender;2006K2;5466;NA
Toender;2006K3;5049;NA
Toender;2006K4;4685;NA
Toender;2007K1;5310;NA
Toender;2007K2;5488;14120
Toender;2007K3;5780;NA
Toender;2007K4;6310;NA
Toender;2008K1;5627;NA
Toender;2008K2;5536;NA
Toender;2008K3;5682;11687
Toender;2008K4;5704;NA
Toender;2009K1;5917;NA
Toender;2009K2;5749;NA
Toender;2009K3;5597;NA
Toender;2009K4;5620;NA
Toender;2010K1;5934;NA
Toender;2010K2;5704;NA
Toender;2010K3;5866;10332
Toender;2010K4;6155;NA
Toender;2011K1;5723;NA
Toender;2011K2;6004;NA
Toender;2011K3;4872;NA
Toender;2011K4;5099;11675
Toender;2012K1;4188;NA
Toender;2012K2;5530;7329
Toender;2012K3;4961;NA
Toender;2012K4;4935;10981
Toender;2013K1;4860;NA
Toender;2013K2;4471;10044
Toender;2013K3;4960;11035
Toender;2013K4;4703;NA
Toender;2014K1;5519;NA
Toender;2014K2;5506;9585
Toender;2014K3;5510;12426
Toender;2014K4;4432;NA
Toender;2015K1;4857;9570
Toender;2015K2;4333;NA
Toender;2015K3;5504;9870
Toender;2015K4;4364;NA
Toender;2016K1;4605;10664
Toender;2016K2;4108;12137
Toender;2016K3;4216;9323
Toender;2016K4;4598;9437
Toender;2017K1;4219;NA
Toender;2017K2;5085;11037
Toender;2017K3;4507;12255
Toender;2017K4;4620;9957
Toender;2018K1;5467;7141
Toender;2018K2;4549;8572
Toender;2018K3;5137;NA
Toender;2018K4;4732;10842
Toender;2019K1;4315;8942
Toender;2019K2;5177;12168
Toender;2019K3;4775;10190
Toender;2019K4;5415;10985
Toender;2020K1;5509;8116
Toender;2020K2;4519;9998
Toender;2020K3;4916;11679
Toender;2020K4;5314;11561
Toender;2021K1;5309;9415
Toender;2021K2;5401;13608
Toender;2021K3;5307;9739
Toender;2021K4;5280;12935
Toender;2022K1;5521;12961
Toender;2022K2;5456;11392
Toender;2022K3;5141;13816
Toender;2022K4;5766;10697
Toender;2023K1;5468;9461
Toender;2023K2;5896;11734
Toender;2023K3;5349;9946
Toender;2023K4;5678;11146
Toender;2024K1;6093;11706
Toender;2024K2;5511;12495
Toender;2024K3;5595;10768
Toender;2024K4;6259;14118
